日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2026/6/20,L260160,A 類,已結案,OP-108,,研發,順發,188,64.8
2026/6/17,L266228,A 類,合格,OP-118,已回報,研發,捷欣,194,47.22
6月25日,L263991,其他,不合格,OP-133,,研發,永利,65,24.46
2026/7/20,L260722,A 類,合格,OP-127,待確認,品保,大宏,147,29.35
0720,L267840,A 類,已結案,OP-125,,研發,力鋼,239,74.22
2026/7/18,L264692,C 類,合格,OP-142,,品保,捷欣,41,21.97
7月10日,L261224,A 類,已結案,OP-115,待確認,資材,力鋼,84,68.76
0724,L261441,其他,,OP-148,待確認,資材,捷欣,190,27.25
2026/7/15,L264480,其他,,OP-129,已回報,營運,永利,100,76.56
2026/6/24,L265253,B 類,不合格,OP-105,已回報,品保,永利,217,17.88
6月29日,L264824,其他,不合格,OP-139,,資材,東昇,219,37.11
6月3日,L266258,其他,合格,OP-127,已回報,品保,力鋼,172,86.48
0605,L260268,其他,,OP-113,,營運,捷欣,194,31.98
2026/6/25,L266391,其他,合格,OP-137,,品保,大宏,82,49.79
0702,L262939,其他,,OP-147,,營運,捷欣,217,74.07
6月21日,L265086,C 類,已結案,OP-120,,品保,東昇,169,25.92
7月26日,L265098,其他,待處理,OP-146,待確認,品保,力鋼,168,13.4
2026/6/23,L264361,C 類,待處理,OP-134,,資材,順發,192,16.37
2026/7/6,L266542,B 類,已結案,OP-129,,營運,東昇,150,56.94
2026/6/16,L266119,其他,,OP-142,已回報,品保,東昇,117,67.64
2026/7/4,L266932,A 類,不合格,OP-132,,資材,力鋼,228,34.59
7月24日,L262310,C 類,,OP-148,,品保,東昇,108,39.61
2026/6/24,L260082,A 類,已結案,OP-135,,製造,捷欣,114,72.41
0628,L268231,B 類,,OP-141,待確認,營運,大宏,1,40.41
2026/6/29,L266052,C 類,合格,OP-132,,品保,力鋼,158,79.48
2026/7/17,L260442,C 類,不合格,OP-113,待確認,製造,永利,28,29.48
6月2日,L260014,其他,合格,OP-125,,營運,力鋼,117,42.4
7月15日,L268024,C 類,,OP-143,已回報,資材,順發,44,9.97
7月18日,L266148,其他,合格,OP-138,待確認,研發,永利,218,52.62
6月20日,L266537,A 類,合格,OP-113,已回報,營運,捷欣,51,19.65
0712,L267021,其他,不合格,OP-141,,研發,東昇,203,60.26
2026/6/9,L269241,B 類,,OP-127,已回報,營運,永利,43,15.43
0716,L266739,C 類,合格,OP-118,,品保,永利,183,60.56
0727,L263325,B 類,不合格,OP-140,待確認,資材,大宏,216,77.9
0626,L266452,其他,,OP-132,待確認,營運,永利,50,54.44
6月8日,L264576,A 類,待處理,OP-148,,資材,東昇,78,95.82
2026/6/21,L260656,其他,不合格,OP-115,,品保,大宏,2,49.7
6月14日,L263550,B 類,已結案,OP-123,已回報,研發,力鋼,240,95.63
0705,L262720,B 類,待處理,OP-122,,營運,大宏,178,55.48
2026/7/20,L267260,A 類,,OP-143,,資材,永利,57,97.49
2026/6/16,L266370,B 類,,OP-108,,製造,順發,147,23.81
2026/7/27,L261392,C 類,,OP-118,待確認,資材,力鋼,3,0.91
2026/6/20,L264526,A 類,待處理,OP-128,,品保,力鋼,213,2.09
0705,L265394,C 類,,OP-122,,營運,永利,28,85.01
6月9日,L265735,A 類,已結案,OP-116,待確認,營運,東昇,111,96.78
2026/6/2,L269727,其他,,OP-129,,研發,永利,227,7.61
6月21日,L262970,A 類,不合格,OP-107,,品保,捷欣,70,64.37
0617,L265997,C 類,已結案,OP-148,待確認,營運,順發,91,74.29
6月4日,L262929,C 類,,OP-135,待確認,製造,永利,44,26.84
7月10日,L264113,其他,合格,OP-108,待確認,研發,力鋼,107,53.02
2026/6/3,L266020,其他,已結案,OP-125,已回報,營運,大宏,114,38.26
6月9日,L266299,C 類,合格,OP-116,已回報,研發,永利,235,50.08
2026/6/11,L266323,B 類,已結案,OP-145,,營運,永利,51,92.79
0718,L266958,A 類,合格,OP-101,,營運,順發,131,78.25
7月21日,L261354,A 類,不合格,OP-130,,製造,力鋼,162,43.65
7月9日,L260534,B 類,不合格,OP-146,,資材,大宏,1,28.9
0723,L261110,C 類,合格,OP-146,待確認,資材,力鋼,15,94.61
0704,L268779,B 類,合格,OP-105,待確認,製造,永利,230,90.37
7月12日,L262895,A 類,合格,OP-118,已回報,製造,捷欣,201,88.13
6月1日,L269999,B 類,待處理,OP-125,,品保,捷欣,7,78.54
6月18日,L269320,A 類,待處理,OP-111,,品保,捷欣,50,80.76
2026/6/16,L266227,B 類,已結案,OP-141,待確認,品保,大宏,47,21.13
0605,L268110,其他,待處理,OP-101,待確認,製造,大宏,126,97.76
2026/7/17,L265280,B 類,不合格,OP-141,,資材,東昇,186,3.72
7月22日,L263767,C 類,已結案,OP-102,已回報,資材,大宏,223,17.24
7月10日,L269118,其他,,OP-108,,資材,永利,153,24.23
6月30日,L260063,C 類,待處理,OP-116,,營運,大宏,28,1.17
0611,L263875,其他,合格,OP-138,,研發,東昇,148,62.16
2026/7/12,L263521,B 類,合格,OP-147,,品保,永利,5,73.36
2026/7/20,L260077,A 類,不合格,OP-139,,製造,捷欣,60,31.15
6月5日,L268618,A 類,,OP-122,已回報,製造,力鋼,165,88.64
0602,L264966,其他,,OP-120,已回報,製造,東昇,131,21.65
0719,L265483,C 類,合格,OP-134,,研發,力鋼,21,49.09
7月27日,L269196,A 類,,OP-127,,營運,永利,184,67.16
6月23日,L263698,C 類,不合格,OP-144,待確認,品保,大宏,189,69.01
2026/7/18,L269723,C 類,,OP-139,待確認,營運,力鋼,107,79.82
0709,L268382,C 類,合格,OP-105,待確認,品保,捷欣,66,18.22
6月14日,L263786,B 類,待處理,OP-126,待確認,品保,捷欣,137,37.45
2026/7/26,L262196,B 類,待處理,OP-124,,營運,順發,70,58.19
0623,L269243,A 類,合格,OP-131,,資材,永利,139,36.69
0606,L260739,其他,,OP-145,,營運,捷欣,208,16.57
2026/6/11,L269331,A 類,已結案,OP-131,,資材,捷欣,195,75.4
0621,L265320,B 類,待處理,OP-136,,製造,順發,197,49.95
2026/7/15,L262039,A 類,不合格,OP-115,,製造,東昇,168,2.75
2026/6/12,L265224,其他,,OP-133,已回報,研發,捷欣,167,56.53
2026/7/18,L267126,B 類,合格,OP-131,待確認,品保,東昇,186,51.33
0623,L265637,B 類,已結案,OP-141,已回報,品保,順發,97,82.64
7月9日,L264957,其他,不合格,OP-109,已回報,研發,順發,141,86.55
0610,L267389,A 類,,OP-141,,研發,永利,178,78.4
7月15日,L267023,B 類,待處理,OP-120,待確認,營運,順發,168,88.8
0610,L260674,B 類,待處理,OP-109,,營運,捷欣,138,3.85
0627,L265614,C 類,,OP-145,,營運,東昇,169,88.25
0712,L264897,其他,已結案,OP-138,待確認,製造,東昇,119,93.28
6月8日,L261015,C 類,待處理,OP-112,待確認,營運,大宏,237,48.15
2026/7/2,L269347,C 類,不合格,OP-105,待確認,製造,力鋼,238,48.58
6月12日,L264995,A 類,合格,OP-132,待確認,營運,捷欣,129,87.15
0724,L260880,C 類,已結案,OP-144,,研發,順發,76,38.94
7月19日,L263152,其他,,OP-144,已回報,營運,順發,102,28.89
2026/6/26,L260353,B 類,合格,OP-124,,品保,捷欣,232,47.99
7月25日,L263518,C 類,,OP-120,已回報,製造,永利,70,13.95
2026/7/23,L262724,B 類,合格,OP-142,已回報,製造,順發,81,96.46
7月17日,L264951,其他,已結案,OP-138,待確認,品保,捷欣,214,28.83
2026/6/3,L263568,其他,待處理,OP-124,,研發,力鋼,181,50.98
0624,L262639,其他,已結案,OP-129,,製造,捷欣,137,93.79
0714,L267764,A 類,已結案,OP-143,,製造,捷欣,97,86.43
6月11日,L264010,其他,,OP-148,,營運,東昇,235,56.55
0621,L266857,C 類,不合格,OP-144,待確認,資材,順發,125,48.85
6月6日,L260261,C 類,已結案,OP-137,,資材,東昇,54,89.31
6月10日,L263492,B 類,合格,OP-119,已回報,製造,東昇,38,26.72
6月14日,L265372,B 類,待處理,OP-112,已回報,製造,捷欣,9,36.29
0701,L268166,A 類,合格,OP-142,,研發,永利,43,82.24
0720,L269985,C 類,不合格,OP-111,,品保,捷欣,196,13.97
0624,L267570,其他,不合格,OP-102,,研發,大宏,133,97.62
0604,L261313,C 類,已結案,OP-127,待確認,品保,捷欣,147,11.65
0710,L266964,C 類,不合格,OP-112,,研發,大宏,233,16.49
0727,L265730,B 類,不合格,OP-148,,研發,捷欣,85,71.52
2026/7/13,L264997,C 類,,OP-112,,品保,力鋼,205,87.84
2026/7/5,L260462,C 類,待處理,OP-133,,營運,永利,228,21.9
0602,L269367,A 類,待處理,OP-116,已回報,品保,永利,85,53.06
2026/6/9,L263863,B 類,,OP-135,已回報,研發,捷欣,42,67.12
0622,L265180,A 類,待處理,OP-119,待確認,資材,力鋼,132,37.71
0621,L267332,B 類,不合格,OP-131,,研發,東昇,86,79.47
0611,L267091,B 類,,OP-130,,資材,力鋼,117,56.59
0703,L267351,A 類,,OP-137,已回報,製造,力鋼,199,60.62
7月15日,L260620,B 類,合格,OP-103,已回報,營運,永利,135,94.21
2026/7/2,L264687,B 類,合格,OP-145,,製造,捷欣,220,51.02
6月9日,L264166,A 類,,OP-129,,品保,力鋼,83,87.29
7月8日,L262588,B 類,合格,OP-111,,資材,順發,76,13.47
0710,L265025,其他,,OP-103,待確認,資材,力鋼,211,7.12
0620,L267039,A 類,合格,OP-146,已回報,品保,捷欣,139,50.41
6月7日,L269338,C 類,合格,OP-115,,研發,永利,18,47.28
2026/6/20,L265325,A 類,合格,OP-114,,研發,東昇,174,62.68
0630,L264824,C 類,合格,OP-108,已回報,品保,大宏,101,34.06
0712,L267143,其他,合格,OP-120,已回報,品保,大宏,59,26.02
7月29日,L269250,C 類,,OP-131,,品保,捷欣,218,78.96
2026/6/18,L263946,C 類,,OP-120,待確認,資材,東昇,162,12.26
6月8日,L267256,B 類,待處理,OP-140,,製造,東昇,214,57.74
2026/7/15,L268783,A 類,不合格,OP-138,,品保,力鋼,66,82.33
7月12日,L268536,A 類,合格,OP-147,,品保,力鋼,213,36.86
2026/6/20,L262918,其他,已結案,OP-137,,資材,東昇,5,33.23
0607,L267721,B 類,已結案,OP-140,,製造,力鋼,224,7.28
7月30日,L260469,A 類,合格,OP-140,待確認,資材,永利,26,59.71
7月10日,L269118,B 類,,OP-122,,營運,捷欣,47,71.35
0620,L261496,C 類,已結案,OP-131,,研發,東昇,67,28.23
6月2日,L267267,B 類,不合格,OP-135,,研發,捷欣,188,69.82
7月17日,L264341,B 類,待處理,OP-110,,製造,力鋼,59,15.18
2026/6/12,L269377,其他,合格,OP-136,已回報,營運,東昇,181,35.48
2026/7/6,L262878,C 類,不合格,OP-142,已回報,營運,東昇,174,43.07
6月27日,L268247,B 類,待處理,OP-122,已回報,製造,大宏,62,14.56
0629,L266197,B 類,已結案,OP-102,,研發,永利,2,75.39
7月15日,L264759,B 類,合格,OP-131,待確認,資材,大宏,225,11.86
7月29日,L262121,B 類,,OP-133,待確認,製造,順發,12,57.05
7月14日,L260627,B 類,,OP-126,待確認,製造,永利,21,17.14
6月1日,L268245,B 類,待處理,OP-141,,製造,大宏,123,24.44
6月11日,L269845,其他,合格,OP-141,,營運,東昇,189,53.03
2026/6/1,L262518,A 類,已結案,OP-119,,營運,大宏,37,87.07
2026/6/9,L261228,其他,不合格,OP-105,,製造,力鋼,28,16.57
0628,L263015,A 類,已結案,OP-129,,資材,順發,54,76.65
7月15日,L261280,B 類,,OP-143,,營運,力鋼,140,74.06
2026/7/2,L265490,C 類,,OP-131,,製造,大宏,208,74.49
6月16日,L268696,C 類,待處理,OP-131,已回報,製造,永利,28,33.73
6月13日,L268144,C 類,,OP-136,,資材,力鋼,41,6.28
2026/7/17,L264372,B 類,合格,OP-138,,品保,力鋼,138,61.16
6月28日,L266644,其他,,OP-126,,品保,永利,12,62.66
7月1日,L266464,其他,已結案,OP-121,,營運,力鋼,191,40.24
0620,L264996,C 類,不合格,OP-140,待確認,製造,大宏,227,75.51
6月22日,L267859,A 類,合格,OP-132,已回報,營運,捷欣,136,34.52
0716,L263832,其他,,OP-125,已回報,資材,東昇,95,93.45
0602,L261113,其他,不合格,OP-105,,研發,順發,192,84.57
0607,L260457,A 類,合格,OP-114,已回報,品保,捷欣,109,19.63
0720,L263879,A 類,待處理,OP-143,待確認,品保,永利,29,88.55
0726,L261149,B 類,不合格,OP-129,待確認,資材,力鋼,204,34.94
7月15日,L267184,A 類,已結案,OP-102,,品保,大宏,132,75.59
2026/6/5,L264391,C 類,已結案,OP-119,,研發,大宏,116,67.65
2026/7/23,L265283,其他,,OP-126,待確認,研發,力鋼,83,42.11
0723,L260896,其他,不合格,OP-120,,研發,捷欣,175,54.76
0705,L263621,C 類,合格,OP-125,已回報,資材,東昇,31,61.65
2026/6/13,L267939,C 類,待處理,OP-133,,研發,大宏,74,10.07
6月12日,L265678,B 類,,OP-126,,資材,東昇,198,92.0
2026/7/26,L263466,其他,,OP-113,待確認,製造,力鋼,51,40.65
6月21日,L266425,A 類,,OP-138,,製造,大宏,230,48.21
0703,L269495,A 類,合格,OP-115,待確認,製造,東昇,50,66.34
7月20日,L266382,其他,不合格,OP-125,已回報,製造,東昇,160,16.06
2026/7/18,L264282,B 類,,OP-147,,研發,東昇,78,53.5
0613,L261429,C 類,,OP-124,已回報,營運,順發,16,90.29
2026/7/4,L264198,C 類,已結案,OP-105,,製造,東昇,184,74.75
6月15日,L262938,其他,不合格,OP-148,,研發,永利,199,22.15
0718,L267116,B 類,,OP-130,,研發,力鋼,218,74.3
6月29日,L268455,A 類,不合格,OP-134,,研發,力鋼,26,63.25
6月11日,L267754,其他,不合格,OP-125,待確認,研發,捷欣,220,16.74
2026/6/8,L262857,B 類,,OP-146,待確認,研發,捷欣,153,82.02
6月3日,L269634,其他,待處理,OP-112,待確認,資材,東昇,218,21.15
6月9日,L261536,C 類,,OP-135,,資材,順發,45,90.93
2026/7/28,L262080,C 類,已結案,OP-146,,資材,順發,9,3.87
2026/7/16,L264617,C 類,待處理,OP-147,,製造,捷欣,73,93.13
6月6日,L267094,A 類,已結案,OP-146,,資材,力鋼,57,40.29
2026/6/10,L268019,C 類,,OP-131,已回報,營運,大宏,47,30.95
2026/7/11,L268139,A 類,,OP-141,已回報,製造,捷欣,183,60.67
0725,L260980,C 類,待處理,OP-120,,製造,力鋼,35,48.94
0605,L260277,其他,,OP-110,待確認,製造,捷欣,210,87.19
0720,L263251,A 類,,OP-141,已回報,營運,大宏,229,71.57
0707,L264517,B 類,待處理,OP-146,,資材,力鋼,214,45.06
6月20日,L263725,其他,合格,OP-142,,品保,捷欣,180,83.56
0719,L263844,其他,,OP-147,,營運,捷欣,13,59.88
2026/6/11,L261568,其他,,OP-115,,製造,捷欣,145,95.09
7月24日,L264395,C 類,待處理,OP-105,,資材,順發,96,13.83
6月5日,L266699,C 類,合格,OP-112,,研發,永利,117,10.61
6月25日,L262274,B 類,,OP-115,,資材,順發,151,22.3
7月24日,L263193,B 類,不合格,OP-118,已回報,資材,東昇,137,39.32
0728,L260781,B 類,已結案,OP-124,待確認,品保,捷欣,96,88.3
0617,L261340,A 類,待處理,OP-133,,製造,東昇,73,58.17
6月22日,L267863,C 類,待處理,OP-128,已回報,資材,大宏,5,86.45
2026/7/7,L267977,B 類,已結案,OP-135,,研發,捷欣,129,64.32
7月17日,L266721,其他,待處理,OP-136,,品保,東昇,69,30.02
0618,L261111,B 類,待處理,OP-135,待確認,品保,力鋼,141,4.95
0611,L262460,B 類,,OP-114,已回報,品保,捷欣,103,75.15
0718,L269314,B 類,合格,OP-127,已回報,研發,順發,216,23.86
0612,L265318,C 類,合格,OP-107,待確認,品保,東昇,92,56.68
2026/7/19,L267960,B 類,合格,OP-112,,營運,力鋼,147,31.04
7月22日,L265393,其他,待處理,OP-109,已回報,製造,東昇,232,70.35
6月17日,L267636,C 類,合格,OP-148,,研發,順發,73,84.08
7月25日,L269620,C 類,,OP-104,,營運,大宏,239,9.6
6月26日,L260926,A 類,,OP-142,待確認,製造,東昇,90,14.42
0707,L261281,其他,已結案,OP-121,待確認,資材,永利,204,2.04
6月4日,L261680,其他,待處理,OP-142,待確認,營運,順發,231,65.09
2026/7/8,L260752,B 類,合格,OP-114,,研發,順發,213,65.1
0726,L265791,其他,已結案,OP-120,已回報,研發,東昇,231,87.89
0602,L267897,C 類,已結案,OP-114,已回報,製造,永利,192,55.36
0608,L262779,C 類,已結案,OP-136,,製造,順發,74,14.8
2026/6/28,L260443,B 類,已結案,OP-130,,營運,東昇,72,24.51
0727,L262156,C 類,已結案,OP-115,待確認,品保,永利,40,48.75
0603,L267377,A 類,,OP-123,,營運,順發,154,65.95
0713,L262243,其他,待處理,OP-102,待確認,品保,東昇,96,65.39
6月26日,L261857,A 類,合格,OP-139,待確認,品保,東昇,42,2.52
2026/6/13,L269737,B 類,合格,OP-123,已回報,營運,力鋼,108,19.97
0616,L261830,C 類,待處理,OP-112,已回報,資材,東昇,145,13.25
0619,L265185,其他,,OP-143,已回報,資材,東昇,227,18.51
7月10日,L264046,B 類,,OP-135,已回報,製造,大宏,134,72.18
0724,L267189,B 類,不合格,OP-135,,營運,捷欣,140,21.19
2026/6/23,L268892,A 類,已結案,OP-118,已回報,品保,順發,114,7.42
7月20日,L267027,A 類,待處理,OP-143,,研發,永利,152,16.5
6月29日,L269520,其他,,OP-127,已回報,製造,永利,125,92.03
7月18日,L265551,其他,合格,OP-123,,品保,力鋼,50,94.37
7月27日,L269395,其他,合格,OP-115,,品保,力鋼,85,64.28
7月7日,L265918,其他,待處理,OP-126,已回報,品保,力鋼,230,64.33
2026/6/5,L267532,其他,待處理,OP-144,待確認,研發,大宏,206,65.87
7月28日,L269631,A 類,不合格,OP-132,,資材,順發,35,61.04
0722,L269716,A 類,合格,OP-131,待確認,研發,力鋼,224,7.23
0706,L268661,C 類,已結案,OP-142,,營運,東昇,158,75.18
6月25日,L260862,B 類,待處理,OP-129,已回報,製造,力鋼,32,59.33
6月14日,L268280,B 類,已結案,OP-146,,研發,東昇,67,74.88
7月18日,L261289,其他,,OP-138,,營運,捷欣,238,85.55
0624,L260178,其他,,OP-111,待確認,研發,東昇,237,59.23
6月24日,L266150,A 類,合格,OP-119,,製造,大宏,201,76.8
7月5日,L260757,C 類,,OP-117,,資材,東昇,152,58.21
7月27日,L268835,A 類,已結案,OP-117,,營運,捷欣,205,50.2
2026/6/25,L260119,A 類,已結案,OP-135,,品保,大宏,107,43.01
2026/6/14,L269276,C 類,合格,OP-117,已回報,資材,大宏,177,19.14
2026/7/18,L264528,C 類,待處理,OP-146,,製造,東昇,191,49.44
2026/7/24,L269240,A 類,待處理,OP-125,,資材,捷欣,109,31.78
0722,L266472,B 類,待處理,OP-111,已回報,製造,永利,229,58.47
2026/7/28,L266352,A 類,合格,OP-106,,營運,大宏,101,57.66
0609,L260219,其他,合格,OP-124,,品保,力鋼,173,82.07
7月16日,L265825,A 類,待處理,OP-111,,營運,大宏,225,91.94
0707,L264138,其他,已結案,OP-111,待確認,品保,大宏,157,86.55
7月24日,L268465,A 類,不合格,OP-142,已回報,研發,永利,60,33.9
2026/6/30,L262178,A 類,不合格,OP-105,,營運,永利,60,42.35
6月10日,L261666,C 類,,OP-142,已回報,品保,順發,134,17.51
0610,L265847,C 類,,OP-124,,研發,大宏,188,77.93
0606,L268033,C 類,合格,OP-136,已回報,品保,永利,76,64.59
7月20日,L269447,B 類,合格,OP-106,待確認,品保,力鋼,160,58.38
7月7日,L260510,B 類,合格,OP-109,,營運,捷欣,175,94.92
0609,L266787,其他,,OP-127,已回報,品保,永利,190,80.41
6月22日,L260868,C 類,合格,OP-103,待確認,製造,捷欣,229,32.98
2026/6/25,L261163,其他,,OP-142,,研發,永利,230,94.65
2026/6/3,L265760,其他,合格,OP-123,,研發,力鋼,122,57.97
2026/6/25,L262998,C 類,,OP-122,,資材,東昇,206,78.91
7月21日,L260190,B 類,已結案,OP-126,,資材,捷欣,126,74.99
2026/6/29,L268311,C 類,,OP-123,,營運,永利,83,88.77
6月22日,L267076,其他,已結案,OP-117,,營運,力鋼,110,9.21
0607,L260194,C 類,合格,OP-135,待確認,資材,順發,43,25.87
6月15日,L267352,B 類,不合格,OP-102,,資材,順發,44,56.78
2026/7/9,L261956,B 類,已結案,OP-136,待確認,研發,大宏,16,97.14
0706,L260859,A 類,待處理,OP-103,待確認,製造,大宏,177,57.15
6月25日,L269483,C 類,待處理,OP-127,已回報,品保,順發,18,34.39
2026/6/8,L260766,A 類,,OP-138,,品保,永利,141,48.24
2026/7/28,L269247,A 類,待處理,OP-128,,營運,順發,95,3.48
0616,L265043,A 類,待處理,OP-124,,品保,東昇,200,86.99
6月16日,L265528,其他,,OP-101,,品保,力鋼,121,78.37
7月22日,L261657,其他,已結案,OP-144,待確認,品保,順發,238,63.5
2026/6/18,L262056,A 類,,OP-119,已回報,製造,力鋼,22,47.36
2026/6/23,L264540,其他,合格,OP-111,,研發,大宏,214,92.6
2026/7/22,L260348,B 類,合格,OP-105,待確認,研發,力鋼,164,49.03
0612,L260277,B 類,待處理,OP-120,,製造,永利,147,67.13
7月9日,L261598,A 類,合格,OP-126,,研發,大宏,217,84.84
2026/7/15,L260176,A 類,,OP-120,待確認,品保,力鋼,194,82.05
0720,L260949,A 類,待處理,OP-139,待確認,營運,永利,234,91.41
2026/6/22,L267968,A 類,合格,OP-148,,營運,捷欣,132,67.97
0709,L262010,其他,待處理,OP-145,已回報,資材,順發,182,83.29
0625,L264164,C 類,,OP-126,已回報,營運,捷欣,27,96.89
0714,L266358,其他,待處理,OP-121,,製造,順發,215,50.35
2026/7/14,L264045,C 類,待處理,OP-122,,製造,順發,26,1.35
2026/6/30,L263119,A 類,不合格,OP-114,,資材,大宏,24,8.53
2026/6/6,L266944,其他,不合格,OP-122,待確認,品保,力鋼,141,45.54
6月5日,L261072,B 類,,OP-127,,營運,力鋼,219,93.51
0626,L269819,C 類,已結案,OP-133,,製造,東昇,155,1.3
2026/7/6,L262990,A 類,不合格,OP-127,待確認,品保,永利,227,37.77
7月23日,L262824,其他,不合格,OP-106,待確認,製造,大宏,24,75.53
2026/6/22,L264334,其他,,OP-125,已回報,製造,捷欣,185,34.26
7月6日,L263252,B 類,,OP-119,,營運,捷欣,176,47.77
0614,L267694,其他,已結案,OP-117,,營運,大宏,70,25.9
0607,L263490,B 類,待處理,OP-111,,營運,力鋼,56,49.96
0716,L268225,C 類,不合格,OP-124,,資材,永利,236,91.83
2026/6/8,L268963,A 類,待處理,OP-141,,製造,東昇,96,84.22
0713,L260126,其他,,OP-128,已回報,製造,力鋼,142,48.29
2026/7/2,L265097,B 類,待處理,OP-138,已回報,品保,捷欣,75,39.08
0617,L263346,C 類,,OP-112,已回報,製造,順發,57,62.6
0628,L261088,C 類,合格,OP-118,待確認,資材,力鋼,214,20.81
0706,L260448,A 類,待處理,OP-144,,製造,力鋼,155,84.15
0622,L268029,B 類,已結案,OP-148,,營運,捷欣,216,6.84
0718,L265273,其他,待處理,OP-137,已回報,研發,力鋼,181,20.28
6月28日,L260051,B 類,已結案,OP-105,,研發,力鋼,41,51.07
2026/6/29,L265366,B 類,已結案,OP-103,,製造,大宏,49,35.24
0606,L269339,C 類,合格,OP-144,待確認,資材,永利,194,95.81
7月5日,L267721,其他,不合格,OP-147,已回報,研發,力鋼,145,42.66
6月27日,L264883,B 類,,OP-116,,品保,東昇,13,47.52
2026/7/3,L265317,C 類,,OP-119,,製造,大宏,52,54.31
0718,L260982,其他,待處理,OP-108,已回報,資材,大宏,12,4.82
2026/7/25,L266554,B 類,不合格,OP-115,已回報,營運,永利,154,25.19
0705,L266138,A 類,不合格,OP-103,,研發,永利,226,37.27
2026/6/25,L262355,C 類,已結案,OP-133,已回報,製造,永利,223,60.2
2026/6/24,L265299,B 類,已結案,OP-128,待確認,製造,東昇,102,92.55
2026/7/22,L267871,A 類,,OP-131,,製造,永利,144,29.31
0726,L263368,A 類,待處理,OP-109,待確認,營運,順發,228,34.81
2026/6/5,L266792,A 類,合格,OP-108,待確認,資材,大宏,66,47.8
2026/7/29,L265876,A 類,,OP-104,,資材,捷欣,69,84.78
7月15日,L262761,A 類,不合格,OP-107,已回報,品保,大宏,175,73.62
0616,L262470,A 類,,OP-141,,資材,捷欣,128,6.92
0706,L269955,其他,,OP-109,待確認,品保,順發,45,27.11
2026/7/26,L265347,其他,合格,OP-124,,營運,順發,190,77.79
6月10日,L263711,C 類,合格,OP-116,,研發,順發,194,3.56
6月3日,L263295,C 類,合格,OP-107,,資材,順發,209,40.51
7月26日,L263745,C 類,合格,OP-111,待確認,製造,捷欣,128,46.68
2026/6/22,L268274,B 類,,OP-148,,製造,大宏,151,18.98
0703,L260746,C 類,已結案,OP-109,,品保,力鋼,16,7.44
0727,L266136,A 類,,OP-113,,製造,大宏,133,74.69
7月3日,L268789,C 類,已結案,OP-104,已回報,製造,順發,238,92.87
7月20日,L264294,B 類,已結案,OP-105,待確認,製造,東昇,56,36.29
2026/7/23,L263689,A 類,待處理,OP-115,,資材,力鋼,32,81.57
0630,L268824,A 類,不合格,OP-140,待確認,製造,大宏,135,94.66
2026/7/5,L262169,其他,,OP-103,,營運,捷欣,213,4.62
6月13日,L264483,A 類,待處理,OP-143,待確認,品保,永利,240,37.07
0625,L264391,A 類,合格,OP-130,,品保,捷欣,133,37.91
6月8日,L263123,其他,已結案,OP-123,,品保,捷欣,40,85.75
7月30日,L262768,其他,不合格,OP-103,已回報,營運,永利,156,83.87
2026/7/12,L265080,C 類,合格,OP-106,,製造,永利,131,84.99
0624,L261467,A 類,不合格,OP-137,,資材,力鋼,70,0.87
7月5日,L266794,A 類,待處理,OP-106,,營運,永利,28,72.32
7月23日,L266080,其他,,OP-141,,品保,順發,78,16.38
0611,L268970,A 類,已結案,OP-140,,品保,東昇,73,18.92
2026/6/10,L266499,C 類,待處理,OP-115,,資材,捷欣,180,40.65
0607,L263314,C 類,待處理,OP-137,,資材,力鋼,37,28.69
7月23日,L265896,A 類,不合格,OP-106,,營運,東昇,144,88.45
0624,L264992,B 類,,OP-147,,製造,東昇,9,62.42
7月11日,L262930,A 類,,OP-129,,製造,順發,113,43.7
0729,L262310,A 類,,OP-112,,研發,東昇,170,36.12
0628,L267580,A 類,待處理,OP-129,,資材,永利,169,24.77
6月14日,L267997,B 類,已結案,OP-105,已回報,資材,捷欣,223,62.22
2026/6/26,L264583,C 類,已結案,OP-138,已回報,品保,永利,198,69.59
2026/6/4,L264931,其他,待處理,OP-141,,製造,永利,174,11.41
7月27日,L261670,其他,合格,OP-114,待確認,資材,順發,4,20.86
2026/6/16,L264692,C 類,待處理,OP-113,,研發,力鋼,222,85.15
0723,L267297,其他,已結案,OP-145,待確認,品保,捷欣,46,14.02
0705,L264095,其他,不合格,OP-114,,製造,力鋼,145,78.15
0612,L269467,A 類,合格,OP-140,待確認,研發,力鋼,28,20.06
2026/7/14,L264541,B 類,已結案,OP-124,,製造,力鋼,76,79.35
2026/6/20,L269482,其他,,OP-115,已回報,研發,東昇,36,66.86
2026/7/14,L265376,A 類,合格,OP-124,待確認,製造,捷欣,221,47.44
0716,L269832,C 類,不合格,OP-139,,品保,大宏,102,27.55
0624,L260178,其他,,OP-111,待確認,研發,東昇,237,59.23
2026/6/23,L263714,A 類,合格,OP-114,待確認,研發,順發,101,42.67
7月15日,L265842,A 類,待處理,OP-144,已回報,資材,力鋼,126,39.66
6月4日,L260256,B 類,已結案,OP-141,待確認,製造,順發,187,6.72
2026/7/28,L262073,B 類,已結案,OP-101,,研發,大宏,157,72.93
2026/6/8,L268317,C 類,,OP-107,已回報,研發,大宏,100,37.6
6月25日,L263343,A 類,合格,OP-139,,營運,大宏,156,45.32
