日期,編號,項目,狀態,負責人,備註,單位,客戶,耗時分鐘,金額
2025-07-30,L266975,B 類,待處理,OP-144,已回報,品保,力鋼,3,87.84
2025-07-28,L266181,A 類,不合格,OP-116,,資材,東昇,105,73.8
2025-06-30,L262446,C 類,已結案,OP-101,,營運,順發,145,4.64
2025-06-11,L263268,其他,已結案,OP-126,已回報,資材,東昇,110,74.8
2025-07-01,L262688,B 類,不合格,OP-104,,品保,東昇,134,36.36
2025-07-12,L267516,其他,合格,OP-140,,營運,力鋼,193,39.23
2025-06-14,L260919,C 類,待處理,OP-140,已回報,資材,捷欣,145,93.4
2025-06-07,L261072,其他,不合格,OP-140,,研發,力鋼,128,77.21
2025-07-26,L268286,C 類,不合格,OP-114,已回報,研發,順發,127,44.59
2025-07-29,L266019,B 類,合格,OP-146,,營運,東昇,4,75.86
2025-06-11,L261850,B 類,已結案,OP-138,,製造,永利,129,10.69
2025-06-05,L261966,C 類,不合格,OP-110,已回報,品保,力鋼,234,60.73
2025-07-22,L267380,A 類,待處理,OP-101,,品保,力鋼,32,64.69
2025-06-14,L267581,B 類,已結案,OP-102,,品保,東昇,110,87.36
2025-06-11,L262530,C 類,已結案,OP-141,已回報,品保,力鋼,77,70.19
2025-07-07,L267788,C 類,合格,OP-116,已回報,營運,永利,238,52.48
2025-07-18,L261569,其他,不合格,OP-138,,研發,東昇,24,32.37
2025-06-07,L262850,其他,不合格,OP-112,,研發,捷欣,73,69.1
2025-07-19,L269285,A 類,待處理,OP-123,,營運,東昇,59,22.61
2025-06-10,L260236,C 類,已結案,OP-137,,營運,大宏,51,18.28
2025-07-09,L263935,C 類,合格,OP-124,,研發,大宏,89,27.87
2025-06-09,L266991,B 類,已結案,OP-140,,營運,永利,203,0.91
2025-06-25,L267856,其他,合格,OP-106,,營運,永利,99,44.8
2025-07-27,L264166,B 類,已結案,OP-142,,品保,大宏,1,6.37
2025-07-24,L265314,其他,不合格,OP-135,,製造,順發,79,33.03
2025-06-10,L263017,A 類,已結案,OP-131,待確認,資材,永利,226,3.35
2025-06-07,L263557,其他,合格,OP-106,,品保,東昇,58,21.64
2025-07-19,L267541,A 類,不合格,OP-146,,品保,永利,214,95.79
2025-07-23,L261570,A 類,不合格,OP-112,待確認,品保,東昇,61,29.99
2025-06-12,L262363,A 類,已結案,OP-129,,資材,力鋼,218,48.46
2025-06-01,L262813,B 類,合格,OP-139,,研發,捷欣,70,23.31
2025-07-15,L264640,A 類,不合格,OP-110,已回報,研發,順發,140,65.77
2025-07-05,L266373,其他,合格,OP-140,,營運,力鋼,205,48.22
2025-07-23,L265559,B 類,不合格,OP-136,,資材,永利,215,97.48
2025-06-30,L261310,C 類,待處理,OP-111,待確認,營運,永利,114,43.67
2025-07-06,L263449,A 類,待處理,OP-140,待確認,製造,順發,185,60.01
2025-07-06,L261243,其他,待處理,OP-139,,製造,永利,153,65.2
2025-07-02,L265414,其他,不合格,OP-128,,製造,順發,192,62.5
2025-07-16,L262441,A 類,合格,OP-131,待確認,資材,力鋼,52,82.47
2025-06-19,L261416,A 類,不合格,OP-136,,製造,力鋼,132,1.88
2025-07-18,L261769,C 類,不合格,OP-141,,營運,東昇,65,43.17
2025-06-05,L264262,B 類,待處理,OP-123,已回報,資材,捷欣,168,52.34
2025-07-22,L264719,其他,已結案,OP-141,,營運,永利,209,18.01
2025-07-24,L263710,A 類,已結案,OP-148,,研發,捷欣,139,28.94
2025-07-14,L266849,其他,不合格,OP-131,待確認,營運,捷欣,75,51.78
2025-07-25,L263325,C 類,合格,OP-137,待確認,營運,捷欣,209,9.75
2025-07-28,L262470,A 類,合格,OP-117,,製造,捷欣,107,77.49
2025-06-20,L260517,B 類,合格,OP-137,,營運,力鋼,53,97.2
2025-06-19,L263696,其他,合格,OP-125,,資材,東昇,24,29.6
2025-07-18,L265178,其他,不合格,OP-115,已回報,資材,東昇,21,57.53
2025-06-28,L264277,其他,不合格,OP-124,,研發,東昇,169,24.92
2025-06-16,L260620,C 類,待處理,OP-102,,營運,順發,193,81.5
2025-06-20,L265499,A 類,待處理,OP-111,,資材,永利,140,86.44
2025-06-03,L260755,B 類,不合格,OP-142,,資材,永利,156,20.94
2025-06-03,L267715,A 類,已結案,OP-109,,資材,永利,127,72.61
2025-06-26,L268671,C 類,合格,OP-135,待確認,製造,大宏,209,66.84
2025-06-26,L267828,B 類,不合格,OP-114,已回報,研發,力鋼,125,21.08
2025-06-13,L263531,A 類,不合格,OP-111,待確認,資材,捷欣,114,89.18
2025-06-14,L269658,其他,不合格,OP-111,待確認,資材,東昇,55,33.84
2025-07-27,L267550,其他,不合格,OP-101,已回報,製造,東昇,214,57.56
2025-07-20,L269439,其他,待處理,OP-104,待確認,品保,捷欣,61,53.04
2025-07-29,L268645,A 類,合格,OP-110,待確認,製造,永利,142,49.7
2025-07-05,L260978,B 類,已結案,OP-142,,營運,東昇,109,9.02
2025-06-30,L260979,B 類,待處理,OP-127,已回報,品保,永利,107,23.97
2025-06-29,L260490,其他,合格,OP-134,待確認,品保,順發,202,56.48
2025-07-06,L262456,C 類,合格,OP-116,待確認,資材,捷欣,32,27.95
2025-06-17,L265919,其他,待處理,OP-130,,資材,力鋼,95,85.24
2025-06-27,L265240,C 類,不合格,OP-126,,研發,捷欣,22,74.98
2025-07-16,L262612,C 類,待處理,OP-109,,資材,永利,150,58.09
2025-06-17,L267387,其他,合格,OP-146,,品保,永利,93,15.69
2025-06-28,L260663,其他,待處理,OP-118,,研發,永利,60,67.11
2025-06-17,L265660,其他,待處理,OP-108,已回報,製造,力鋼,166,26.09
2025-06-16,L265267,B 類,合格,OP-121,已回報,製造,大宏,25,48.12
2025-07-11,L265544,A 類,合格,OP-124,,營運,永利,204,64.31
2025-07-16,L262922,A 類,已結案,OP-146,待確認,資材,力鋼,106,20.88
2025-07-26,L266060,其他,待處理,OP-118,已回報,研發,東昇,151,30.75
2025-06-11,L264277,其他,待處理,OP-101,已回報,製造,永利,50,31.27
2025-06-22,L260651,C 類,已結案,OP-102,,營運,永利,28,96.91
2025-06-30,L265919,C 類,合格,OP-119,已回報,製造,永利,12,43.47
2025-07-26,L261218,其他,待處理,OP-125,,營運,順發,208,38.07
2025-06-26,L263943,B 類,待處理,OP-138,,品保,力鋼,228,79.28
2025-07-22,L265458,B 類,不合格,OP-140,,資材,大宏,10,6.87
2025-06-19,L266292,C 類,待處理,OP-124,,製造,順發,29,79.37
2025-06-19,L265243,C 類,合格,OP-147,待確認,營運,東昇,44,94.26
2025-06-21,L266013,A 類,待處理,OP-145,,營運,順發,17,10.59
2025-06-18,L266982,其他,已結案,OP-115,,製造,捷欣,115,74.58
2025-07-24,L262338,B 類,合格,OP-118,,品保,大宏,31,9.91
2025-06-05,L267832,B 類,不合格,OP-146,,營運,東昇,86,39.05
2025-07-26,L269717,A 類,已結案,OP-118,待確認,研發,捷欣,99,9.94
2025-06-03,L268016,A 類,不合格,OP-118,,製造,東昇,156,29.96
2025-06-10,L261338,C 類,不合格,OP-143,待確認,研發,力鋼,163,75.98
2025-06-05,L264425,其他,待處理,OP-144,待確認,品保,力鋼,180,55.46
2025-06-16,L268560,A 類,待處理,OP-122,,製造,捷欣,71,29.27
2025-06-16,L264380,其他,不合格,OP-147,待確認,資材,永利,23,20.65
2025-06-16,L268567,A 類,待處理,OP-143,,研發,永利,181,46.33
2025-07-19,L265645,C 類,待處理,OP-121,,製造,力鋼,35,66.31
2025-07-12,L267512,B 類,合格,OP-145,,製造,東昇,176,68.61
2025-07-04,L260539,其他,合格,OP-110,,製造,順發,149,51.62
2025-07-20,L263560,B 類,已結案,OP-128,,研發,捷欣,143,90.57
2025-07-06,L261545,A 類,合格,OP-135,,製造,力鋼,70,21.91
2025-07-28,L263040,B 類,待處理,OP-146,,資材,順發,32,35.63
2025-07-08,L267473,B 類,已結案,OP-120,已回報,製造,大宏,182,52.24
2025-06-21,L262477,其他,不合格,OP-148,已回報,營運,大宏,168,35.13
2025-07-24,L265214,B 類,已結案,OP-103,已回報,資材,捷欣,180,25.69
2025-07-16,L261142,其他,待處理,OP-127,已回報,資材,永利,114,4.12
2025-06-21,L269142,A 類,不合格,OP-125,,資材,力鋼,204,22.98
2025-06-04,L262924,B 類,待處理,OP-139,,品保,東昇,107,35.63
2025-07-12,L263356,其他,不合格,OP-105,,營運,東昇,7,87.79
2025-07-09,L267651,A 類,合格,OP-132,,研發,大宏,201,24.15
2025-07-12,L267822,C 類,已結案,OP-131,待確認,製造,東昇,147,8.59
2025-06-22,L267070,C 類,已結案,OP-124,,研發,永利,206,54.76
2025-07-27,L260791,B 類,合格,OP-141,,研發,大宏,14,84.13
2025-06-09,L265979,A 類,已結案,OP-112,待確認,製造,捷欣,200,60.33
2025-07-22,L262641,C 類,合格,OP-129,待確認,營運,力鋼,188,5.39
2025-07-29,L260435,B 類,合格,OP-137,,營運,力鋼,205,90.34
2025-07-07,L267840,其他,待處理,OP-126,,資材,順發,128,74.74
2025-06-07,L261568,A 類,合格,OP-107,,營運,捷欣,67,4.57
2025-06-06,L263789,A 類,已結案,OP-111,,品保,東昇,33,17.26
2025-07-03,L265060,C 類,待處理,OP-101,,品保,大宏,15,68.42
2025-07-30,L268053,A 類,已結案,OP-132,,研發,順發,184,91.2
2025-06-02,L263039,其他,合格,OP-138,待確認,營運,力鋼,200,41.58
2025-07-03,L261273,B 類,不合格,OP-107,待確認,製造,捷欣,228,40.16
2025-06-20,L260647,C 類,合格,OP-148,,研發,順發,35,84.34
2025-06-16,L262959,其他,合格,OP-125,已回報,營運,永利,201,9.89
2025-06-26,L260468,其他,合格,OP-105,,資材,順發,100,9.56
2025-07-01,L269319,A 類,已結案,OP-139,,品保,力鋼,98,62.55
2025-06-26,L261661,其他,已結案,OP-101,,資材,大宏,172,89.96
2025-07-20,L266358,其他,已結案,OP-127,,品保,順發,198,83.9
2025-07-30,L262619,C 類,合格,OP-135,已回報,品保,捷欣,134,43.22
2025-06-20,L267290,B 類,待處理,OP-104,已回報,資材,順發,171,89.51
2025-07-02,L263261,其他,合格,OP-130,,營運,東昇,53,10.54
2025-07-17,L260158,C 類,合格,OP-102,待確認,資材,大宏,55,77.23
2025-06-26,L260785,B 類,已結案,OP-112,,營運,大宏,95,6.66
2025-07-07,L267227,A 類,已結案,OP-148,,研發,永利,199,97.65
2025-06-14,L260494,B 類,不合格,OP-127,待確認,營運,大宏,101,51.28
2025-07-20,L266426,B 類,待處理,OP-140,,品保,大宏,58,52.3
2025-06-18,L263921,A 類,待處理,OP-110,,製造,大宏,116,30.93
2025-06-26,L266656,A 類,不合格,OP-120,,品保,力鋼,30,65.41
2025-06-29,L260553,其他,已結案,OP-140,已回報,營運,力鋼,31,44.96
2025-06-07,L260511,C 類,不合格,OP-104,,營運,順發,189,40.85
2025-06-06,L261189,A 類,合格,OP-115,,資材,大宏,131,10.17
2025-07-07,L267396,其他,已結案,OP-108,,資材,力鋼,40,94.99
2025-06-07,L265239,C 類,不合格,OP-110,待確認,資材,力鋼,170,49.61
2025-06-06,L261889,A 類,已結案,OP-128,,資材,大宏,26,86.94
2025-06-14,L260089,B 類,待處理,OP-124,,營運,大宏,53,15.22
2025-07-07,L266737,C 類,待處理,OP-133,,製造,永利,13,35.35
2025-06-02,L260154,其他,不合格,OP-115,,研發,捷欣,56,28.12
2025-07-16,L263090,其他,不合格,OP-116,,研發,東昇,234,11.44
2025-07-25,L265819,C 類,待處理,OP-138,,研發,東昇,211,31.04
2025-07-28,L268682,B 類,不合格,OP-111,待確認,營運,順發,177,85.16
2025-06-09,L261886,B 類,不合格,OP-148,已回報,研發,大宏,148,35.38
2025-06-07,L264146,其他,不合格,OP-139,已回報,品保,東昇,26,13.28
2025-06-05,L267015,B 類,已結案,OP-104,已回報,研發,捷欣,8,6.4
2025-07-15,L264244,其他,待處理,OP-106,,研發,東昇,30,55.09
2025-07-30,L261249,C 類,不合格,OP-117,,研發,力鋼,94,17.18
2025-07-16,L261664,A 類,不合格,OP-137,,資材,東昇,165,29.26
2025-07-13,L265747,B 類,已結案,OP-101,,品保,大宏,53,23.87
2025-06-28,L269670,C 類,合格,OP-112,已回報,資材,順發,96,44.03
2025-06-09,L266020,C 類,合格,OP-132,待確認,製造,大宏,8,71.43
2025-07-09,L261951,C 類,合格,OP-106,,品保,順發,106,62.53
2025-06-04,L263558,其他,合格,OP-136,,資材,永利,214,32.22
2025-07-14,L262656,其他,不合格,OP-113,已回報,品保,永利,72,45.13
2025-06-22,L265246,C 類,合格,OP-131,已回報,品保,順發,8,91.17
2025-07-16,L260295,其他,已結案,OP-131,,營運,捷欣,229,25.87
2025-07-06,L267469,B 類,不合格,OP-104,,營運,捷欣,59,32.62
2025-06-11,L268272,其他,待處理,OP-147,,品保,捷欣,5,92.87
2025-06-17,L263186,其他,合格,OP-114,,資材,順發,157,31.39
2025-06-02,L269539,C 類,合格,OP-138,已回報,營運,大宏,47,6.17
2025-06-17,L267337,其他,不合格,OP-131,,製造,捷欣,60,13.47
2025-06-06,L261469,A 類,已結案,OP-115,,資材,力鋼,89,4.22
2025-06-15,L264242,A 類,待處理,OP-146,待確認,營運,順發,171,83.82
2025-07-05,L267267,其他,待處理,OP-135,待確認,營運,捷欣,208,87.23
2025-07-14,L267838,其他,不合格,OP-108,,研發,力鋼,137,76.93
2025-06-10,L261051,B 類,已結案,OP-147,已回報,研發,永利,68,90.3
2025-07-19,L261910,A 類,合格,OP-136,,研發,永利,171,4.73
2025-07-01,L269573,其他,不合格,OP-101,,資材,東昇,132,35.93
2025-06-07,L265324,其他,不合格,OP-113,已回報,製造,捷欣,233,11.98
2025-07-06,L267162,其他,待處理,OP-131,,品保,順發,38,6.89
2025-06-19,L262061,其他,已結案,OP-130,,製造,力鋼,82,65.09
2025-06-18,L268517,其他,已結案,OP-139,已回報,資材,捷欣,33,92.73
2025-06-10,L268722,B 類,不合格,OP-138,待確認,研發,永利,184,10.69
2025-07-19,L268412,C 類,已結案,OP-142,,資材,順發,111,75.3
2025-07-10,L263190,B 類,待處理,OP-125,,製造,大宏,7,76.46
2025-07-19,L269294,A 類,合格,OP-130,待確認,研發,東昇,49,8.87
2025-07-29,L266073,C 類,不合格,OP-129,已回報,營運,順發,86,83.29
2025-06-26,L260067,其他,待處理,OP-131,,製造,力鋼,225,59.36
2025-06-13,L261612,A 類,不合格,OP-120,已回報,研發,東昇,158,49.26
2025-06-06,L266794,A 類,已結案,OP-103,,製造,力鋼,106,71.79
2025-07-29,L266711,A 類,不合格,OP-125,已回報,品保,東昇,149,14.44
2025-07-19,L261516,其他,不合格,OP-105,,資材,順發,231,97.56
2025-07-25,L262583,B 類,不合格,OP-148,,研發,捷欣,130,86.94
2025-06-08,L265789,A 類,待處理,OP-139,,品保,力鋼,153,72.43
2025-06-02,L262788,A 類,待處理,OP-136,已回報,資材,永利,64,23.89
2025-06-17,L267226,其他,不合格,OP-143,待確認,資材,力鋼,131,68.37
2025-07-16,L269072,其他,已結案,OP-134,,製造,永利,46,84.32
2025-07-21,L262798,B 類,合格,OP-104,,營運,順發,220,23.45
2025-07-24,L268730,其他,已結案,OP-136,,營運,捷欣,10,9.61
2025-06-20,L269031,B 類,已結案,OP-114,,資材,力鋼,81,13.3
2025-06-29,L264134,A 類,不合格,OP-109,,品保,大宏,147,37.0
2025-07-05,L269597,其他,已結案,OP-103,已回報,營運,永利,240,1.02
2025-07-04,L260050,A 類,待處理,OP-146,,製造,永利,214,75.4
2025-06-26,L260636,A 類,不合格,OP-146,,資材,大宏,23,76.37
2025-07-09,L266979,B 類,已結案,OP-120,,製造,捷欣,61,90.49
2025-07-18,L260227,A 類,待處理,OP-137,已回報,製造,永利,39,21.53
2025-07-30,L260037,B 類,不合格,OP-147,已回報,品保,捷欣,67,85.8
2025-07-12,L266618,C 類,不合格,OP-101,,製造,永利,67,40.26
2025-06-19,L260544,B 類,合格,OP-144,,製造,永利,221,97.67
2025-07-01,L264861,A 類,合格,OP-101,,營運,捷欣,19,56.63
2025-07-28,L261376,C 類,不合格,OP-141,,製造,力鋼,142,85.39
2025-07-23,L268636,C 類,待處理,OP-148,,營運,力鋼,20,92.61
2025-06-18,L260249,A 類,合格,OP-132,,製造,順發,186,39.36
2025-06-29,L268318,C 類,合格,OP-114,,營運,永利,160,94.11
2025-07-02,L264919,其他,合格,OP-118,,品保,捷欣,161,47.11
2025-07-01,L263985,A 類,待處理,OP-114,,營運,永利,42,16.9
2025-07-03,L267196,B 類,待處理,OP-127,,製造,大宏,79,12.27
2025-06-14,L262657,C 類,待處理,OP-115,待確認,研發,力鋼,182,33.69
2025-07-26,L264091,A 類,待處理,OP-141,待確認,製造,永利,161,37.9
2025-07-10,L264467,A 類,不合格,OP-122,,製造,順發,90,20.38
2025-06-06,L265521,C 類,不合格,OP-130,,研發,捷欣,151,66.03
2025-06-14,L260547,B 類,合格,OP-110,,營運,順發,223,82.47
2025-06-08,L267195,A 類,已結案,OP-105,待確認,製造,大宏,138,63.74
2025-06-28,L260259,A 類,待處理,OP-140,已回報,資材,東昇,113,1.79
2025-06-09,L269471,B 類,不合格,OP-126,,資材,順發,59,51.71
2025-06-16,L260261,C 類,合格,OP-140,已回報,資材,順發,238,47.47
2025-07-01,L261647,A 類,待處理,OP-148,,研發,順發,219,40.94
2025-06-29,L261852,A 類,不合格,OP-125,待確認,品保,力鋼,43,12.31
2025-07-16,L267322,A 類,合格,OP-136,已回報,營運,永利,18,19.64
2025-06-09,L265878,B 類,合格,OP-106,,製造,力鋼,159,10.56
2025-07-02,L269491,B 類,不合格,OP-129,,製造,大宏,119,77.75
2025-06-27,L267853,A 類,待處理,OP-131,已回報,營運,大宏,105,84.06
2025-07-04,L261865,B 類,已結案,OP-147,待確認,資材,永利,65,79.45
2025-06-21,L267542,C 類,不合格,OP-113,,品保,力鋼,88,90.55
2025-06-30,L260610,其他,已結案,OP-119,,資材,順發,188,77.73
2025-06-27,L264792,A 類,已結案,OP-141,,製造,捷欣,12,22.56
2025-06-13,L268890,其他,已結案,OP-101,,品保,東昇,168,72.93
2025-06-26,L263763,其他,合格,OP-136,待確認,製造,捷欣,224,88.56
2025-07-28,L260579,A 類,已結案,OP-112,待確認,製造,力鋼,192,47.73
2025-07-16,L267420,A 類,合格,OP-132,待確認,資材,捷欣,214,77.27
2025-06-12,L265073,其他,不合格,OP-143,待確認,營運,永利,223,40.89
2025-06-09,L261454,A 類,已結案,OP-111,待確認,品保,東昇,4,53.53
2025-06-28,L265152,B 類,已結案,OP-143,,研發,永利,138,76.59
2025-06-22,L260818,C 類,已結案,OP-129,,品保,東昇,55,85.47
2025-06-04,L264942,A 類,合格,OP-109,待確認,品保,順發,71,50.04
2025-07-24,L265612,C 類,已結案,OP-107,,資材,永利,136,63.61
2025-06-05,L260987,B 類,合格,OP-137,,資材,永利,201,16.75
2025-07-03,L265273,B 類,不合格,OP-116,,營運,永利,109,92.64
2025-07-09,L264922,B 類,待處理,OP-104,已回報,營運,大宏,30,13.29
2025-07-09,L266458,A 類,不合格,OP-109,已回報,研發,順發,193,40.51
2025-06-25,L263791,A 類,合格,OP-138,,研發,捷欣,118,35.44
2025-06-16,L267155,A 類,不合格,OP-115,已回報,營運,力鋼,49,88.51
2025-07-20,L266979,B 類,待處理,OP-116,待確認,資材,東昇,58,4.18
2025-07-04,L264388,B 類,待處理,OP-105,待確認,營運,順發,34,11.99
2025-07-03,L267428,其他,合格,OP-115,,營運,順發,43,80.14
2025-06-04,L261544,A 類,不合格,OP-133,,資材,東昇,49,15.5
2025-07-16,L262813,B 類,已結案,OP-105,,研發,順發,203,60.83
2025-07-20,L269198,其他,待處理,OP-119,,資材,力鋼,224,60.17
2025-07-26,L268374,C 類,待處理,OP-132,,製造,東昇,4,54.15
2025-06-26,L262389,其他,合格,OP-134,,研發,東昇,221,54.27
2025-07-23,L263633,A 類,待處理,OP-109,,營運,永利,184,24.95
2025-06-14,L267228,A 類,合格,OP-111,,品保,東昇,44,45.96
2025-06-23,L266173,其他,已結案,OP-104,,資材,力鋼,185,46.92
2025-07-29,L263087,C 類,不合格,OP-111,,營運,永利,9,71.88
2025-07-13,L269369,C 類,已結案,OP-128,已回報,製造,永利,104,26.01
2025-07-04,L262385,A 類,合格,OP-123,待確認,資材,順發,90,60.45
2025-07-20,L269769,其他,待處理,OP-121,待確認,資材,東昇,146,69.99
2025-06-19,L263561,C 類,待處理,OP-112,,研發,捷欣,136,66.99
2025-06-15,L260411,其他,合格,OP-135,已回報,品保,捷欣,56,63.2
2025-07-09,L262967,C 類,已結案,OP-142,待確認,品保,東昇,113,86.82
2025-06-13,L262820,A 類,合格,OP-131,待確認,資材,力鋼,35,59.25
2025-07-12,L268455,C 類,不合格,OP-134,待確認,研發,大宏,156,42.69
2025-07-29,L269665,C 類,合格,OP-117,,品保,捷欣,191,61.05
2025-07-17,L263833,其他,待處理,OP-148,,製造,力鋼,33,26.07
2025-07-07,L261298,A 類,已結案,OP-135,已回報,營運,捷欣,181,33.72
2025-06-24,L266740,其他,不合格,OP-117,待確認,研發,捷欣,238,52.85
2025-07-25,L268693,A 類,已結案,OP-146,,資材,力鋼,71,22.61
2025-07-12,L260280,其他,不合格,OP-135,,資材,捷欣,116,59.23
2025-07-13,L266335,A 類,已結案,OP-118,,品保,大宏,172,3.08
2025-06-19,L261381,其他,待處理,OP-112,,營運,順發,113,84.26
2025-07-23,L265273,C 類,不合格,OP-124,,研發,永利,228,59.69
2025-06-16,L266350,A 類,不合格,OP-146,已回報,品保,東昇,133,76.83
2025-06-16,L265563,其他,已結案,OP-126,,製造,捷欣,112,61.66
2025-06-08,L262022,B 類,已結案,OP-136,,營運,大宏,122,1.66
2025-07-02,L262762,B 類,待處理,OP-115,待確認,營運,順發,80,19.32
2025-06-14,L266020,A 類,不合格,OP-135,待確認,研發,永利,145,69.44
2025-06-13,L268047,A 類,合格,OP-103,,資材,永利,164,54.55
2025-06-07,L269920,C 類,待處理,OP-102,,品保,力鋼,229,73.48
2025-07-23,L269042,A 類,不合格,OP-107,待確認,研發,大宏,132,94.51
2025-06-22,L263135,B 類,合格,OP-135,,品保,順發,128,54.43
2025-06-25,L260237,B 類,已結案,OP-138,,資材,大宏,8,21.62
2025-06-28,L262683,B 類,待處理,OP-105,,製造,東昇,124,28.49
2025-06-22,L262281,B 類,已結案,OP-138,待確認,研發,永利,119,32.95
2025-07-02,L267416,其他,合格,OP-140,已回報,品保,力鋼,32,68.17
2025-07-21,L260275,A 類,已結案,OP-132,,資材,順發,171,5.77
2025-07-01,L264936,C 類,不合格,OP-144,,研發,永利,149,2.52
2025-07-11,L267868,其他,已結案,OP-137,已回報,營運,東昇,8,54.92
2025-07-01,L260443,其他,待處理,OP-138,,研發,永利,18,28.23
2025-06-11,L269579,B 類,待處理,OP-130,,研發,順發,141,88.63
2025-06-19,L269682,C 類,不合格,OP-119,待確認,品保,大宏,149,54.11
2025-07-08,L268958,C 類,合格,OP-108,待確認,資材,東昇,107,68.25
2025-06-09,L265482,A 類,不合格,OP-102,,品保,順發,209,88.26
2025-06-01,L269282,A 類,已結案,OP-142,,品保,順發,18,65.2
2025-07-23,L263496,A 類,不合格,OP-134,待確認,營運,東昇,201,53.82
2025-07-05,L260861,A 類,已結案,OP-139,,資材,順發,76,0.93
2025-07-26,L262410,A 類,合格,OP-121,待確認,資材,大宏,129,9.21
2025-06-07,L267231,C 類,不合格,OP-118,待確認,資材,永利,211,21.63
2025-06-18,L260175,B 類,待處理,OP-145,,研發,永利,89,42.02
2025-07-22,L265398,其他,待處理,OP-120,待確認,營運,順發,107,3.2
2025-07-28,L262156,B 類,合格,OP-125,,營運,永利,20,77.16
2025-06-06,L266058,B 類,待處理,OP-134,,研發,永利,173,38.82
2025-07-05,L265169,B 類,合格,OP-124,,營運,順發,15,55.85
2025-07-15,L267590,B 類,合格,OP-144,,資材,捷欣,68,95.57
2025-07-09,L265626,B 類,待處理,OP-130,,品保,大宏,78,17.13
2025-06-09,L267543,C 類,已結案,OP-102,,研發,永利,225,33.31
2025-06-27,L264192,其他,待處理,OP-123,待確認,研發,東昇,143,68.18
2025-06-07,L266633,C 類,合格,OP-120,待確認,營運,順發,173,16.58
2025-07-04,L262558,B 類,待處理,OP-121,,營運,東昇,148,42.06
2025-07-04,L260547,其他,合格,OP-113,待確認,資材,大宏,3,35.3
2025-07-14,L264999,其他,待處理,OP-112,待確認,製造,大宏,148,47.43
2025-07-23,L267732,A 類,已結案,OP-134,,資材,東昇,239,43.68
2025-07-13,L268256,B 類,不合格,OP-104,,資材,大宏,56,6.26
2025-07-07,L267296,A 類,待處理,OP-101,,製造,東昇,25,0.5
2025-07-01,L269448,其他,不合格,OP-148,,製造,順發,111,51.94
2025-07-11,L265016,其他,待處理,OP-121,,資材,永利,131,30.73
2025-07-02,L265245,B 類,已結案,OP-144,已回報,製造,捷欣,65,26.86
2025-07-22,L262448,B 類,不合格,OP-145,待確認,研發,順發,234,24.59
2025-07-22,L264489,C 類,已結案,OP-105,已回報,研發,力鋼,89,48.08
2025-06-08,L262447,A 類,不合格,OP-141,,研發,永利,50,44.03
2025-07-04,L260688,其他,已結案,OP-114,,營運,永利,69,40.14
2025-07-04,L268329,A 類,待處理,OP-144,,資材,永利,238,3.48
2025-06-30,L265414,B 類,合格,OP-110,,研發,捷欣,100,7.11
2025-06-10,L260416,C 類,已結案,OP-108,,資材,捷欣,47,35.75
2025-07-23,L266661,其他,已結案,OP-129,,製造,順發,2,3.72
2025-06-18,L269090,其他,合格,OP-135,,研發,順發,67,41.53
2025-06-02,L264740,A 類,不合格,OP-139,,營運,大宏,32,41.52
2025-06-27,L267227,C 類,不合格,OP-141,,研發,力鋼,82,10.69
2025-06-29,L264142,B 類,待處理,OP-121,待確認,資材,永利,63,65.38
2025-06-06,L262175,C 類,不合格,OP-122,,營運,大宏,82,44.36
2025-06-29,L264399,C 類,待處理,OP-137,,品保,大宏,1,43.83
2025-07-23,L260479,A 類,已結案,OP-129,已回報,研發,順發,193,16.44
2025-07-28,L266414,C 類,待處理,OP-124,,製造,大宏,13,13.87
2025-07-12,L266912,其他,不合格,OP-108,,品保,東昇,116,7.62
2025-06-22,L269366,C 類,合格,OP-134,,資材,大宏,215,6.57
2025-07-23,L261563,C 類,不合格,OP-130,已回報,資材,永利,44,30.16
2025-07-20,L265577,其他,合格,OP-116,,品保,大宏,65,61.41
2025-07-01,L269621,C 類,已結案,OP-114,,營運,永利,230,76.38
2025-06-04,L266686,A 類,不合格,OP-135,已回報,營運,大宏,219,90.84
2025-07-23,L264238,B 類,待處理,OP-137,已回報,製造,永利,106,95.57
2025-07-12,L266292,B 類,已結案,OP-106,,研發,大宏,239,64.61
2025-06-11,L263348,C 類,合格,OP-103,已回報,資材,力鋼,138,26.97
2025-06-23,L267065,C 類,待處理,OP-104,,資材,順發,47,51.65
2025-07-28,L263521,C 類,已結案,OP-134,,研發,永利,149,83.45
2025-07-03,L266764,B 類,不合格,OP-125,,營運,東昇,72,3.35
2025-06-30,L269438,A 類,合格,OP-107,,資材,捷欣,210,90.83
2025-07-20,L264248,A 類,已結案,OP-115,,品保,東昇,179,7.87
2025-06-02,L264792,其他,待處理,OP-142,,製造,大宏,142,54.48
2025-06-19,L267356,A 類,不合格,OP-148,,製造,力鋼,165,47.27
2025-06-25,L265917,其他,不合格,OP-104,待確認,製造,力鋼,236,13.02
2025-06-19,L260239,A 類,不合格,OP-132,已回報,研發,大宏,215,73.79
2025-06-30,L263118,其他,待處理,OP-133,已回報,資材,東昇,162,18.1
2025-07-29,L263482,B 類,已結案,OP-129,待確認,品保,順發,194,63.25
2025-07-02,L265474,C 類,合格,OP-114,待確認,製造,順發,68,78.84
2025-06-08,L267379,C 類,不合格,OP-141,,營運,大宏,75,89.25
